address,zipcode,beds,dog,cat,dishwasher,ac,laundry,parking,gym,price
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1895
Berkeley| CA 94709,94709,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3495
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2695
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1695
Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4250
Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
Berkeley| CA 94705,94705,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2200
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1650
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2995
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1895
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1795
Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1699
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1795
Berkeley| CA 94704,94704,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5400
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2895
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2450
Berkeley| CA 94704,94704,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3250
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2495
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1695
Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1750
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2800
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2690
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2095
Berkeley| CA 94702,94702,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2095
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2195
1841 Fairview St| Berkeley| CA 94703,94703,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3800
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2400
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2100
1714 Fairview St| Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5126
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1750
Berkeley| CA 94705,94705,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2800
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2250
Berkeley| CA 94704,94704,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3595
Berkeley| CA 94705,94705,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1550
Berkeley| CA 94709,94709,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3600
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2100
Berkeley| CA 94702,94702,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3150
Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2895
Berkeley| CA 94709,94709,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2800
Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2200
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
2408 California St| Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5250
Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2200
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2400
Berkeley| CA 94709,94709,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2950
Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2350
Berkeley| CA 94709,94709,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Berkeley| CA 94703,94703,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4950
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2699
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2550
Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
Berkeley| CA 94709,94709,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3400
Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2395
Oakland| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1950
Oakland| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1500
510 Liberty St| El Cerrito| CA 94530,94530,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2795
4801 Harbord Dr| Oakland| CA 94618,94618,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5300
600 62nd St| Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3300
4 Admiral Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
530 59th St| Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
El Cerrito| CA 94530,94530,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2400
6141 Hill Rd| Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2950
823 Santa Fe Ave| Albany| CA 94706,94706,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4300
5844 Margarido Dr| Oakland| CA 94618,94618,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8995
Albany| CA 94706,94706,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1749
1263 66th St| Emeryville| CA 94608,94608,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4450
6363 Christie Ave| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
6400 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1950
Oakland| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1750
Oakland| CA 94609,94609,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1600
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1550
Oakland| CA 94608,94608,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3795
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3995
6363 Christie Ave| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2900
Oakland| CA 94608,94608,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2795
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1845
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1550
6465 San Pablo Ave| Oakland| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3200
Oakland| CA 94609,94609,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2997
Oakland| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2800
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1850
Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
Oakland| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1895
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
Oakland| CA 94609,94609,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3495
Oakland| CA 94609,94609,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2250
Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2095
635 Kains Ave| Albany| CA 94706,94706,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2700
555 Pierce St| Albany| CA 94706,94706,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2250
Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1895
Oakland| CA 94609,94609,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3995
Oakland| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
3 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2350
Oakland| CA 94609,94609,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2700
6363 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2195
Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3250
2344 Fulton St| Berkeley| CA 94704,94704,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5600
982 University Ave| Berkeley| CA 94710,94710,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
1614 Alcatraz Ave| Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2595
2091 California St| Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1795
1415 Seventh St| Berkeley| CA 94710,94710,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2395
1947 Oregon St| Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2995
1510 Prince St| Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3995
2305 California St| Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3100
2510 Bancroft Way| Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2995
2019 Seventh St| Berkeley| CA 94710,94710,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1595
1635 Francisco St| Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
982 University Ave| Berkeley| CA 94710,94710,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
2344 Fulton St| Berkeley| CA 94704,94704,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5600
1846 Spruce St| Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2200
2433 Seventh St| Berkeley| CA 94710,94710,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1650
1846 Spruce St| Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1745
809 Folger Ave| Berkeley| CA 94710,94710,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5200
2930 Martin Luther King Jr Way| Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2675
1627 Parker St| Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4800
1736 Parker St| Berkeley| CA 94703,94703,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2150
1445 Russell St| Berkeley| CA 94702,94702,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
840 Ensenada Ave| Berkeley| CA 94707,94707,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
1634 Blake St| Berkeley| CA 94703,94703,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
1633 Sixth St| Berkeley| CA 94710,94710,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3995
319 The Spiral| Berkeley| CA 94708,94708,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4900
64 Panoramic Way| Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
2818 Mabel St| Berkeley| CA 94702,94702,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3995
1825 Highland Pl| Berkeley| CA 94709,94709,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
2218 Parker St| Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2300
1018 Jones St| Berkeley| CA 94710,94710,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4495
2510 Bancroft Way| Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2395
2500 Durant Ave| Berkeley| CA 94704,94704,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
2004 University Ave| Berkeley| CA 94704,94704,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3848
1627 University Ave| Berkeley| CA 94703,94703,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2318
5540 S Doyle St| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2914
240 Caldecott Ln| Oakland| CA 94618,94618,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2650
5484 Vicente Way| Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
206 Sea View Dr| El Cerrito| CA 94530,94530,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3295
2 Anchor Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
925 Madison St| Albany| CA 94706,94706,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2575
320 Caldecott Ln| Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2150
6400 Christie Ave| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2650
6400 Christie Ave| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2775
556 Alcatraz Ave| Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2400
5622 Martin Luther King Jr Way| Oakland| CA 94609,94609,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2300
886 53rd St| Oakland| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1595
1322 65th St| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1900
6315 Shattuck Ave| Oakland| CA 94609,94609,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1850
6363 Christie Ave| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2950
6400 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1750
1221 Brighton Ave| Albany| CA 94706,94706,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2650
Albany| CA 94706,94706,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3200
1175 54th St| Oakland| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
6363 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2100
8 Captain Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
323 63rd St| Oakland| CA 94618,94618,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3995
4 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2350
1 Captain Dr| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
6400 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1980
6363 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
2 Anchor Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1795
7 Captain Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1895
908 55th St| Oakland| CA 94608,94608,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4100
6017 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2495
5502 Beaudry St| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3695
2 Commodore Dr| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2595
8 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2350
708 62nd St| Oakland| CA 94609,94609,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4550
132 Ashbury Ave| El Cerrito| CA 94530,94530,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3800
1221 Brighton Ave| Albany| CA 94706,94706,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2650
5907 Marshall St| Oakland| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2800
6363 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
5773 Martin Luther King Jr Way| Oakland| CA 94609,94609,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2995
8 Admiral Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1950
3 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2100
8 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1975
5758 Romany Rd| Oakland| CA 94618,94618,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5800
6363 Christie Ave| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1875
3 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1950
545 Pierce St| Albany| CA 94706,94706,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3400
3 Captain Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1995
1504 Albany Terrace| Albany| CA 94706,94706,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3800
4 Commodore Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2295
551 Aileen St| Oakland| CA 94609,94609,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3700
3 Admiral Dr| Emeryville| CA 94608,94608,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1775
3 Captain Dr| Emeryville| CA 94608,94608,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2650